Feature ID	Taxon	Confidence
397cd7a891a6899e03ac562dc446a54b	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	0.9921843824816847
7cc9b885a346e3b86e1b6af1fdce56e6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas;s__	0.8613591726305897
1e546550452a4cc0cfc774817027f197	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__	0.9572003311553992
b5df98880a0d65847fc4a27e9a113005	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema;s__	0.8379972495608385
b346207414f16040584435e3d21df2c2	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__	0.9328751459357946
7c7aefe285efd42f9ae91716c56fe789	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	0.9964180496148467
91a680ae2c1d298de98cef711550bc0e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0.8720200102097156
a4763e45c77efda6c3d21f6a420743a6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Fonticella;s__	0.9874595431787965
7c4c1c708a96b8209e7e704b8aa0e5b9	Unassigned	0.42394380427307443
c4502ddacd9612f0325f42b774575cd6	d__Eukaryota;p__Cnidaria;c__Myxozoa;o__Bivalvulida;f__Bivalvulida;g__Bivalvulida;s__	0.7766366481491948
745f7e597de2bfbc7e6f541a480c5817	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Phreatobacter;s__	0.9994634494441121
b117dfdc0bdcb493e89d2e1db0884aeb	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.984023272838237
